rel_err_weights,rel_err_clauses,time
0.347800813795776,0.09859154929577464,3.3933483180007897
0.4531917223256323,0.16901408450704225,5.534648564993404
0.4608960829021396,0.14084507042253522,3.7619940970325842
0.32523849358243134,0.2676056338028169,6.556958034983836
0.5064998773608045,0.15492957746478872,6.657888368004933
0.4717487754481283,0.07042253521126761,6.440895491978154
0.5054430914608382,0.1267605633802817,4.433031476044562
0.45019877639441047,0.11267605633802817,5.9813214630121365
0.3500586096596666,0.14084507042253522,3.2426442339783534
0.4166056523649143,0.11267605633802817,4.075167266011704
0.6810431293881645,0.1267605633802817,6.455091073992662
0.2807508347622056,0.09859154929577464,3.5153053120011464
